DailyMeanAmountCloud_AllYear_url,DailyMeanAmountCloud_CurrentYear_url,WeatherStationName_en,WeatherStationName_sc,WeatherStationName_uc,GeometryLongitude,GeometryLatitude
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_HKO_CLD_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_HKO_CLD_2024.csv,Hong Kong Observatory,香港天文台,香港天文台,114.17416667000009,22.301944400000025
