DailyGlobalSolarRadiation_AllYear_url,DailyGlobalSolarRadiation_CurrentYear_url,WeatherStationName_en,WeatherStationName_sc,WeatherStationName_uc,GeometryLongitude,GeometryLatitude
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KP_GSR_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KP_GSR_2024.csv,King's Park,京士柏,京士柏,114.17277780000006,22.311944400000073
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KSC_GSR_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KSC_GSR_2024.csv,Kau Sai Chau,滘西洲,滘西洲,114.31250000000011,22.370277800000054
