DailyTotalBrightSunshine_AllYear_url,DailyTotalBrightSunshine_CurrentYear_url,WeatherStationName_en,WeatherStationName_sc,WeatherStationName_uc,GeometryLongitude,GeometryLatitude
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KP_SUN_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KP_SUN_2024.csv,King's Park,京士柏,京士柏,114.17277780000006,22.311944400000073
