DailyMaximumUVIndex_AllYear_url,DailyMaximumUVIndex_CurrentYear_url,DailyMeanUVIndex_AllYear_url,DailyMeanUVIndex_CurrentYear_url,WeatherStationName_en,WeatherStationName_sc,WeatherStationName_uc,GeometryLongitude,GeometryLatitude
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KP_MAXUV_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KP_MAXUV_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KP_UV_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KP_UV_2024.csv,King's Park,京士柏,京士柏,114.17277780000006,22.311944400000073
